gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TenureGroup,EngagementScore,churn_prob,risk_band,recommended_action,top_drivers
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,0-1yr,0,0.5401903075812394,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.45,1385.85,4-6yr,0,0.01015735001484206,Low,No offer; monitor,Low service engagement
Female,1,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.6,548.8,1-2yr,0,0.053118844731792604,Low,No offer; monitor,Low service engagement
Male,0,No,No,14,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,1-2yr,3,0.5575160792593453,Low,No offer; monitor,Month-to-month contract; Electronic check payment
Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,4-6yr,4,0.2689790767374603,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,1,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,2-4yr,2,0.29203145403514275,Low,No offer; monitor,Month-to-month contract; Electronic check payment
Female,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,2-4yr,3,0.051358300910469654,Low,No offer; monitor,Month-to-month contract
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.3,6042.7,4-6yr,5,0.016586052595206045,Low,No offer; monitor,High monthly charges
Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,0-1yr,1,0.517383302360412,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Low service engagement
Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1730.65,4-6yr,0,0.0038256668184834426,Medium,Low-cost nudge + service engagement bundle,Low service engagement
Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.2,459.6,2-4yr,0,0.03404851930931469,Low,No offer; monitor,Low service engagement
Female,0,No,Yes,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.8,201.95,0-1yr,1,0.31115990712787256,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Low service engagement
Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.5,285.2,0-1yr,0,0.28129863757879203,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,4-6yr,5,0.19669376029975846,Low,No offer; monitor,Fiber optic internet; Electronic check payment; High monthly charges
Male,0,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.05,1529.45,4-6yr,1,0.13876961592184198,Low,No offer; monitor,Month-to-month contract; Low service engagement
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.65,4664.5,4-6yr,6,0.014303900455050977,Low,No offer; monitor,No dominant driver flagged
Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,1-2yr,3,0.5201284039454487,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,0-1yr,0,0.6717339758262829,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Low service engagement
Female,0,No,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,74.05,3496.3,2-4yr,4,0.01307195859173968,Low,No offer; monitor,No dominant driver flagged
Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,0-1yr,0,0.5768325156367288,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Male,1,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.75,7053.35,4-6yr,5,0.22315780014843892,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,301.55,1-2yr,0,0.017720570252966812,Low,No offer; monitor,Low service engagement
Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.5,312.7,0-1yr,1,0.3042345322834232,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,0,No,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.0,1046.5,1-2yr,2,0.1449737955304297,Low,No offer; monitor,Month-to-month contract
Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.95,2960.1,4-6yr,3,0.01570271555143382,Low,No offer; monitor,No dominant driver flagged
Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,0-1yr,0,0.6626439556163957,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.15,6953.4,4-6yr,5,0.35416649027226643,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.7,4134.85,2-4yr,5,0.14514870825568693,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,1-2yr,1,0.2226814968527085,Low,No offer; monitor,Month-to-month contract; Low service engagement
Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,541.5,2-4yr,0,0.06799141186685688,Low,No offer; monitor,Month-to-month contract; Low service engagement
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,116.85,0-1yr,0,0.0453433017259477,Low,No offer; monitor,Low tenure (early lifecycle); Low service engagement
Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),115.8,7942.15,4-6yr,6,0.09457097503907719,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.65,5321.25,4-6yr,5,0.02411127781625094,Low,No offer; monitor,High monthly charges
Female,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.5,4156.8,2-4yr,3,0.38831823900894225,High,Priority retention offer + contract/autopay push,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,223.6,0-1yr,0,0.12438823228842598,Low,No offer; monitor,Month-to-month contract; Low service engagement
Male,1,No,No,23,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,1-2yr,1,0.3627325637340012,Low,No offer; monitor,Month-to-month contract; Low service engagement
Male,1,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.3,3765.05,4-6yr,4,0.14049583432252835,Low,No offer; monitor,Month-to-month contract
Female,0,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,65.0,2157.5,2-4yr,2,0.13383983960421936,High,Priority retention offer + contract/autopay push,Month-to-month contract
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,108.05,0-1yr,0,0.1719128686022578,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Female,0,Yes,No,41,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,35.45,1391.65,2-4yr,2,0.03894537001838397,Medium,Low-cost nudge + service engagement bundle,No dominant driver flagged
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1379.8,4-6yr,0,0.002075072794195865,Low,No offer; monitor,Low service engagement
Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,1-2yr,2,0.7502022574808066,High,Priority retention offer + contract/autopay push,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,810.45,2-4yr,0,0.010439924587489227,Low,No offer; monitor,Low service engagement
Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),81.85,1810.85,1-2yr,1,0.1265198361890779,Low,No offer; monitor,Fiber optic internet; High monthly charges; Low service engagement
Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.3,7782.85,4-6yr,6,0.021752863093637963,Medium,Low-cost nudge + service engagement bundle,Fiber optic internet; High monthly charges
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,0-1yr,0,0.7263119991578154,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1797.1,4-6yr,0,0.0033797585276231475,High,Priority retention offer + contract/autopay push,Low service engagement
Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,377.85,0-1yr,0,0.6434614889559368,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,445.3,1-2yr,0,0.03352663418561604,Low,No offer; monitor,Low service engagement
Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75,0-1yr,1,0.7267496781516198,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,4-6yr,6,0.046230161998084225,Medium,Low-cost nudge + service engagement bundle,Fiber optic internet; Electronic check payment; High monthly charges
Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,0-1yr,1,0.3111821361485626,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Low service engagement
Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.5,575.45,0-1yr,3,0.5928192684890718,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Low tenure (early lifecycle)
Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,906.85,0-1yr,4,0.6143921644454845,High,Priority retention offer + contract/autopay push,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,1057.55,0-1yr,2,0.7092319024277032,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,0-1yr,0,0.2713348496927179,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Female,1,Yes,Yes,48,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,2-4yr,1,0.04282548030801125,Low,No offer; monitor,Low service engagement
Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,1641.3,1-2yr,1,0.43082353089462816,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,1-2yr,1,0.604245489742722,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; High monthly charges
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.65,152.7,0-1yr,1,0.6931981517152317,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Low tenure (early lifecycle)
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.3,185.2,0-1yr,0,0.10167194004627979,Low,No offer; monitor,Low service engagement
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,0-1yr,1,0.8036635449169616,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,96.8,1826.7,1-2yr,3,0.2750834742997885,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; High monthly charges
Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,417.5,1-2yr,0,0.032425156311754626,Low,No offer; monitor,Low service engagement
Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,344.5,1-2yr,0,0.02990644796713939,Low,No offer; monitor,Low service engagement
Male,1,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660.0,1-2yr,2,0.5667806383057163,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55,1-2yr,5,0.3583257124617975,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.05,2835.9,2-4yr,1,0.22533646603486732,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; High monthly charges
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,45.15,0-1yr,0,0.3647856073881814,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.15,2730.85,2-4yr,0,0.3106454161227536,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Low service engagement
Female,1,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.1,5437.1,4-6yr,4,0.2949272098057058,Low,No offer; monitor,Fiber optic internet; Electronic check payment; High monthly charges
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,0-1yr,0,0.28400197240830566,High,Priority retention offer + contract/autopay push,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,6981.35,4-6yr,4,0.08417106907887904,Low,No offer; monitor,Fiber optic internet; High monthly charges
Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.35,5794.45,4-6yr,4,0.28649546547008714,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; High monthly charges
Male,0,No,Yes,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.65,747.2,1-2yr,0,0.17520766962655984,Low,No offer; monitor,Month-to-month contract; Low service engagement
Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.95,1267.95,1-2yr,1,0.4135651533992428,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Low service engagement
Female,0,No,No,68,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),54.45,3674.95,4-6yr,2,0.019367514926600354,Low,No offer; monitor,No dominant driver flagged
Female,1,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1275.6,4-6yr,0,0.011783930026305055,Medium,Low-cost nudge + service engagement bundle,Low service engagement
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.7,5893.9,4-6yr,5,0.01043853914229542,Medium,Low-cost nudge + service engagement bundle,High monthly charges
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,0-1yr,0,0.7089656017679831,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,1536.75,2-4yr,1,0.12645003615336914,Low,No offer; monitor,Month-to-month contract; Low service engagement
Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,2-4yr,3,0.559297812174449,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,18,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2,607.3,1-2yr,2,0.3059440082132821,Low,No offer; monitor,Month-to-month contract; Electronic check payment
Female,1,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.25,4154.55,4-6yr,4,0.0576747259230176,Medium,Low-cost nudge + service engagement bundle,Electronic check payment
Female,0,Yes,No,39,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,2184.35,2-4yr,4,0.21382644150181343,Low,No offer; monitor,Month-to-month contract; Electronic check payment
Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.35,1852.85,1-2yr,1,0.48021771925659484,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,No,No,2,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,0-1yr,3,0.4431959295773072,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Low tenure (early lifecycle)
Male,1,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9,847.8,2-4yr,0,0.05820943076858351,Low,No offer; monitor,Low service engagement
Male,0,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,2-4yr,4,0.04460167525078579,Low,No offer; monitor,No dominant driver flagged
Female,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,2-4yr,3,0.08302071798864008,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract
Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,1493.2,4-6yr,0,0.0039137218531971815,Low,No offer; monitor,Low service engagement
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,338.1,0-1yr,0,0.6881280180789567,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,3030.6,2-4yr,2,0.25806054372365167,Low,No offer; monitor,Fiber optic internet; Electronic check payment; High monthly charges
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,75.35,0-1yr,1,0.5566757352187349,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Low tenure (early lifecycle)
Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,2184.85,1-2yr,4,0.6407937247852892,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,Yes,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,1031.4,1-2yr,3,0.205851626315519,Low,No offer; monitor,No dominant driver flagged
Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.45,921.3,4-6yr,0,0.014972929780430636,Low,No offer; monitor,Low service engagement
Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.15,3875.4,2-4yr,3,0.41783300894433617,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,2-4yr,3,0.34434490354728997,Low,No offer; monitor,Fiber optic internet; Electronic check payment; High monthly charges
Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,144.15,0-1yr,0,0.03843160162658797,Low,No offer; monitor,Low service engagement
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689.0,4-6yr,4,0.08466018741062097,Low,No offer; monitor,Fiber optic internet; High monthly charges
Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,1451.1,1-2yr,3,0.43985215039007536,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,4-6yr,3,0.10111282576170257,Low,No offer; monitor,Fiber optic internet; Electronic check payment; High monthly charges
Male,0,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,3729.6,4-6yr,4,0.015434413455592348,Medium,Low-cost nudge + service engagement bundle,No dominant driver flagged
Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,350.1,1-2yr,0,0.026711162886027442,Medium,Low-cost nudge + service engagement bundle,Low service engagement
Female,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,2-4yr,4,0.06284147782937467,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract
Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,452.35,1-2yr,0,0.027836967563761132,Low,No offer; monitor,Low service engagement
Male,0,No,No,39,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,1494.5,2-4yr,2,0.2137142867029885,Low,No offer; monitor,Month-to-month contract; Electronic check payment
Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,2-4yr,0,0.02397966024517451,Low,No offer; monitor,Electronic check payment; Low service engagement
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,41.85,0-1yr,0,0.19892581664451053,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1272.05,4-6yr,0,0.005307487129693072,Low,No offer; monitor,Low service engagement
Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,0-1yr,1,0.47739570602153675,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low service engagement
Male,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,0-1yr,3,0.6420631432006245,High,Priority retention offer + contract/autopay push,Month-to-month contract; Fiber optic internet; High monthly charges
Male,0,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,0-1yr,1,0.4802857349322609,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,0-1yr,0,0.14137129672946427,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Low service engagement
Male,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,4-6yr,2,0.046932475296999156,Low,No offer; monitor,No dominant driver flagged
Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85,5844.65,4-6yr,3,0.08525287978573397,Low,No offer; monitor,Fiber optic internet; Electronic check payment; High monthly charges
